,vignette_name,generation_number,generation_time,response,reflection_score,id
5893,concert,0,11983,Offer to go with Ted and we both miss part of the concert,42,61
5894,concert,1,6143,Ask Ted if I can go in without him,60,61
5895,concert,2,16806,Tell Ted that I will go in without him but keep an eye on my phone for when he returns,77,61
5896,concert,3,11071,Ask Ted if he wants to do something else,42,61
5897,concert,4,16991,Look to see if anyone is trying to scalp a ticket,65,61
5898,concert,5,9631,Go to the box office to see if there are still tickets available,96,61
5899,arizona,0,13272,Make her as comfortable as I can and descend safely to look for help,74,61
5900,arizona,1,13143,Call out to see if anyone else is in the vicinity and has an Inreach,71,61
5901,arizona,2,17447,Move away from her to see if I can find a spot with reception to call 911 or SAR,85,61
5902,arizona,3,125926,Wait it out with her,21,61
5903,arizona,4,4039,Go look for water,50,61
5904,summer,0,5007,Call animal control,76,61
5905,summer,2,13727,Call AAA to see if they can come open the window,54,61
5906,summer,3,3062,Break into the car,46,61
5907,summer,4,123951,Wait at the car until the owner returns (but keep an eye out on the distress of the dog),45,61
5908,summer,5,10574,Call the police non-emergency line,71,61
5909,medication,0,4199,Put it on my credit card,74,61
5910,medication,1,5087,Ask my family for a loan,70,61
5911,medication,2,4023,Ask friends for a loan,64,61
5912,medication,3,3095,Create a go fund me,55,61
5913,medication,5,16742,Ask my doctor if they have any way to get me a discount,35,61
5914,gas,0,12495,Offer to take her as far as my house,74,61
5915,gas,1,3167,Take her all the way,60,61
5916,gas,4,86878,Offer to call her a cab,50,61
5917,gas,5,7727,Ignore her,37,61
5918,mother,0,12655,Reach out to other family members to see if they have room in their home,68,61
5919,mother,1,14967,See if I can sell their house and use the money towards his care,80,61
5920,mother,2,5463,Move him in with me temporarily,55,61
5921,mother,3,22040,Reach our to social workers for help,56,61
5922,mother,5,17703,Move into his home with him,76,61
5923,medication,0,6974,borrow money,50,144
5924,medication,1,2719,use credit,23,144
5925,medication,2,15887,start a go fund me,50,144
5926,medication,3,10263,contact charities,78,144
5927,medication,4,17615,travel to another country where it costs less,61,144
5928,medication,5,15231,sell high value posessions,75,144
5929,concert,0,4911,sneak in,17,144
5930,concert,1,4879,buy a scalped ticket,50,144
5931,concert,2,8534,leave him behind,5,144
5932,concert,3,9711,go do something else together,64,144
5933,concert,4,5527,speed home to get the ticket,3,144
5934,concert,5,23527,negotiate with the ticket taker,39,144
5935,class,0,11110,do as much homework before class as is possible,59,144
5936,class,1,5527,tell the teacher what happened,100,144
5937,class,2,12887,call mom and have her drop off the homework,58,144
5938,class,3,18831,randomly answer all the homework questions as fast as possible,34,144
5939,class,4,4455,skip the class,16,144
5940,class,5,2567,fake illness,19,144
5941,ring,0,10343,borrow someone elses ring,100,144
5942,ring,1,8726,delay the wedding,14,144
5943,ring,2,8479,explain what happened to the bride and groom,99,144
5944,ring,3,26215,call the taxi company and try to get the ring in time,100,144
5945,ring,4,12119,get drunk,0,144
5946,ring,5,26766,explain to the crowd what happened,50,144
5947,mother,0,5974,call relatives for help,100,144
5948,mother,1,3439,call friends for help,100,144
5949,mother,2,17327,live together in the small apartment and deal with it,57,144
5950,mother,3,15223,ask charities for help,100,144
5951,mother,4,5103,ask the church for help,100,144
5952,mother,5,12575,borrow money for living assistance,38,144
5953,gas,0,2646,say no,100,144
5954,gas,1,16607,offer to call her a taxi,100,144
5955,gas,2,3959,ignore her,32,144
5956,gas,3,39855,tell her you cant afford to drive out of your way,85,144
5957,gas,4,10959,suggest she ask someone else for help,82,144
5958,gas,5,12879,offer to take her part of the way,50,144
5959,store,0,7318,close the store and go to court,57,144
5960,store,1,20607,"wait as long as i can, hoping the boss shows up, and speed to court",74,144
5961,store,2,10047,skip my court date and stay where i am,24,144
5962,store,4,34431,call anyone that knows my boss to figure out where he/she is,100,144
5963,store,5,14791,try to call the court and explain the situation,66,144
5964,arizona,0,9846,try to build a shelter from the sun,84,144
5965,arizona,1,26455,scout the nearby area for any water sources or people,100,144
5966,arizona,2,4367,start yelling for help,62,144
5967,arizona,3,12743,amputate the arm,0,144
5968,arizona,4,33854,start walking the distance to where I think help would be,56,144
5969,arizona,5,39359,"stay put and remain calm, try and save my energy and hope someone finds us",50,144
5970,summer,0,4630,break the window,50,144
5971,summer,1,15887,call the police,100,144
5972,summer,2,40567,ask local people if they saw the owner. use description to go find them hopefully,57,144
5973,summer,3,34711,go in the mall and have the announcement system announce the problem to everyone,73,144
5974,summer,4,37287,call 911 and ask for instructions,88,144
5975,summer,5,14359,inform mall security of the situation,61,144
5976,bakery,0,7502,pay off all of the missing money myself,31,144
5977,bakery,1,7479,pay some of the missing money to reduce overtime,62,144
5978,bakery,2,14647,ask everyone to donate to replace the money so we dont have overtime,38,144
5979,bakery,3,12535,explain to the boss what happened and hope for the best,33,144
5980,bakery,4,44567,offer to have the money repaid from my check over time,85,144
5981,bakery,5,20959,claim it was stolen,0,144
5982,gas,0,17354,Say sorry and leave,100,95
5983,gas,1,20578,"I would say no, sorry and leave",100,95
5984,gas,2,8398,Say no,100,95
5985,gas,3,15149,I would give her a cab number,100,95
5986,gas,4,12779,Call her an Uber,74,95
5987,gas,5,11441,Call her a cab,100,95
5988,arizona,0,12094,Find leverage,100,95
5989,arizona,1,27294,Find something to chip away,100,95
5990,arizona,2,7136,shade her,85,95
5991,arizona,3,27415,Move objects and arm to loosen it,100,95
5992,arizona,4,18033,Look around close by for help,100,95
5993,arizona,5,9034,calm her,100,95
5994,mother,0,5138,move,24,95
5995,mother,1,7496,find help,100,95
5996,mother,2,9160,call his friends,88,95
5997,mother,3,11297,call other family,100,95
5998,mother,4,13160,move him in,100,95
5999,mother,5,21131,search affordable housing,100,95
6000,bakery,0,10607,tell the truth,100,95
6001,bakery,1,9814,face up to it,100,95
6002,bakery,2,11796,tell and replace it,100,95
6003,bakery,3,13651,search for it AND tell,100,95
6004,bakery,4,16045,figure out where it went,100,95
6005,bakery,5,14995,"report it, replace it",100,95
6006,store,0,8392,call him,89,95
6007,store,1,10176,find replacement,98,95
6008,store,2,5594,call court,100,95
6009,store,3,9455,reschedule court,100,95
6010,store,4,14618,call lawer,100,95
6011,store,5,23555,call court and reschedule,100,95
6012,medication,0,11604,borrow from family,100,95
6013,medication,1,9748,borrow from friends,100,95
6014,medication,2,5054,loan,100,95
6015,medication,3,7155,work ot,100,95
6016,medication,4,20800,nothing else to do,0,95
6017,medication,5,16939,find cheaper meds,73,95
6018,concert,0,11556,let him decide,100,95
6019,concert,1,6879,go to show,100,95
6020,concert,2,14221,look for new ticket,100,95
6021,concert,3,25404,let him wait or leave,100,95
6022,concert,4,16683,we all go or nobody goes to show,83,95
6023,concert,5,9117,too bad for him,100,95
6024,summer,0,9043,look for owner,86,95
6025,summer,1,7181,look for help,100,95
6026,summer,2,5021,check doors,100,95
6027,summer,3,12524,pull down window,100,95
6028,summer,4,6948,break window,100,95
6029,summer,5,5540,call police,100,95
6030,ring,0,6569,chase taxi,100,95
6031,ring,1,19384,call taxi service to tell them to return,100,95
6032,ring,2,19114,call family for help to get taxi back,100,95
6033,ring,3,22145,"do not tell sister, get ring at all cost",100,95
6034,ring,4,17361,all drive after taxi,100,95
6035,ring,5,15577,tell bride and groom,100,95
6036,class,0,6412,call mom,100,95
6037,class,1,11071,have mom bring it to you,100,95
6038,class,2,14731,explain where it is,100,95
6039,class,3,13404,tell class and wait for mom,100,95
6040,class,4,10436,send somebody to get it,90,95
6041,class,5,23391,never let mom give me lunch again,100,95
6042,store,0,30768,Close the store temporarily and leave a sign/note on the door notifying customers that the boss is running late.,75,111
6043,store,1,15215,Call the court appointment and inform them that I will be running a little late.,84,111
6044,store,2,13084,See if I can reschedule the court appointment to a later date and work extra hours.,86,111
6045,store,3,24509,Contact another employee to take over for me since I have to leave,81,111
6046,store,4,47296,See if I can do part of the court appointment virtually,68,111
6047,store,5,36125,Ask my boss for time and a half pay for covering past my shift,55,111
6048,arizona,0,7530,Continue trying to get her arm out of the rock,72,111
6049,arizona,1,12226,Look around and try to get help from local tourists/people,87,111
6050,arizona,2,13463,Move to a different area to try and get service so I can call 911,83,111
6051,arizona,3,43351,Ask a nearby tourist to call 911 if they have service,79,111
6052,arizona,4,8634,Shout for help to try and attract any nearby people,67,111
6053,arizona,5,32489,Try to free my friend from the rock by using nearby materials,70,111
6054,bakery,1,21526,Contact who worked the previous shift and see if they are aware,80,111
6055,bakery,2,9147,Contact my manager and let him know about the situation,91,111
6056,bakery,3,18031,Take money from my own paycheck to balance the register,63,111
6057,bakery,4,31176,Use money from the tip jar to help cover the money missing,56,111
6058,bakery,5,39401,Ask people in the store if they noticed something weird about their order total,60,111
6059,summer,0,9759,Call 911 and report this as an emergency,83,111
6060,summer,1,21207,Call the mall and try to get the owner back to their car,84,111
6061,summer,3,47864,Ask people in the mall if they have that car and dog,73,111
6062,summer,5,21105,Recruit people in the mall to help find the owner,76,111
6063,ring,0,5893,Play it off as a joke,35,111
6064,ring,1,12540,Contact the taxi company and get in touch with the cab driver,93,111
6065,ring,2,11141,Use my own ring as a substitute (if I have one),64,111
6066,ring,5,8394,Stop the ceremony until we get the original ring back,37,111
6067,concert,0,7505,See if we can buy a ticket at the entrance for Ted,82,111
6068,concert,1,16128,Ask Ted if he has the ticket on his phone,60,111
6069,concert,2,12633,Have Ted go back to his home to get the ticket,38,111
6070,concert,4,26998,Ask people if they have a spare or extra ticket that we can buy for less than gate price,76,111
6071,concert,5,17298,Decide not to attend and sell our tickets last minute,27,111
6072,gas,0,4927,Give the lady a ride for free,55,111
6073,gas,1,13927,Tell the lady I cannot as I currently have plans,62,111
6074,gas,2,19898,Suggest the lady takes an uber or lyft or other rideshare service,79,111
6075,gas,3,13648,Agree to give the lady a ride only if I receive payment,73,111
6076,gas,4,27531,Try and find the lady a ride from another person who is going to/near that city,89,111
6077,gas,5,12843,Tell the lady I do not trust strangers,62,111
6078,class,0,10849,Text my mom or whoever is home to send a picture of the homework,95,111
6079,class,4,18817,"Skip the course, go home and email the teacher my homework assigment",54,111
6080,class,5,9146,Have my mother email myself or the teacher the homework,71,111
6081,mother,0,7317,Ask other family members if they can take my father in,86,111
6082,mother,1,9931,Inform my landlord and try to make things work for my father,75,111
6083,mother,2,15380,Contact a senior living home and see if there is some sort of payment plan,70,111
6084,mother,3,18510,Move into a different apartment with my father,60,111
6085,mother,4,8810,Move in with another family member with my father,65,111
6086,mother,5,7564,Ask my father to live by himself,43,111
6087,medication,1,7168,Switch insurance providers to one that covers the medication,92,111
6088,medication,2,14469,Start a gofundme so I can afford the medication and treatment for my S.O.,72,111
6089,medication,3,12002,See if there are any alternative medications or treatments,75,111
6090,medication,4,17114,Ask to borrow money from a family member,59,111
6091,bakery,0,38472,Provide better training to staff ,100,77
6092,bakery,1,26230,Talk to other team members and get their thoughts,82,77
6093,bakery,2,37146,Brainstorm with team for how to handle the situation,78,77
6094,bakery,3,28993,Brainstorm with team on what they can do in the future,100,77
6095,bakery,4,17146,Let team know what you decision is,100,77
6096,bakery,5,74111,Ask each team member to contribute money so no one has to work OT,35,77
6097,gas,0,16318,Tell her that you can help her part of the way,80,77
6098,gas,1,21673,Ask others around to see who can help her get to her destination,100,77
6099,gas,2,8948,Take her to her destination,100,77
6100,gas,3,40695,Offer to take her to the nearest public transportation,89,77
6101,gas,4,15534,Tell her I cannot help her,0,77
6102,gas,5,17713,Not sure,0,77
6103,concert,0,13860,See if there are still tickets on sale,100,77
6104,concert,1,13897,Offer him my ticket,100,77
6105,concert,2,33815,Let him go get his ticket and miss most of the show,13,77
6106,concert,3,13140,Give him my ticket,100,77
6107,concert,4,45691,Suggest he buys a ticket from another person and offer him high price,67,77
6108,arizona,0,11683,Go find some water for me and my friend,100,77
6109,arizona,1,26344,Check around the area for cell signal,100,77
6110,arizona,2,32075,Find objects to use as shade,100,77
6111,class,0,16651,Explain to the teacher and go fetch my homework,100,77
6112,class,1,21848,Forget about it,0,77
6113,class,2,8837,Ask mom to bring me the homework,79,77
6114,medication,0,15451,Ask the doctor for a less expensive alternative,90,77
6115,medication,1,24981,Get a loan ,88,77
6116,medication,2,5853,Ask friends and family for help,88,77
6117,medication,3,10943,borrow from retirement fund,73,77
6118,medication,4,19149,get another job to pay for it,96,77
6119,mother,0,11234,Hire a home-aid ,85,77
6120,mother,1,10891,Make room in my place for him,100,77
6121,mother,2,14647,See if other family members can help,68,77
6122,mother,3,15218,Quit my job to care for him,100,77
6123,mother,4,23565,Get another job to pay for his care,100,77
6124,summer,0,5975,Call the police,89,77
6125,summer,1,19869,Ask store to make an announcement to notify the owner,100,77
6126,summer,3,17019,Get others to help find the owner,100,77
6127,summer,4,2880,Walk away,0,77
6128,summer,5,11136,Stay and try to calm the dog,27,77
6129,ring,0,36387,Quietly let sister know what happened and use another ring for the ceremony ,100,77
6130,ring,1,23216,Call off the ceremony and try to contact the taxi driver,27,77
6131,ring,2,20561,Ask another person to get in touch with taxi,100,77
6132,store,0,10449,Close the store earlier ,37,77
6133,store,1,8150,Contact another co-worker to fill in,100,77
6134,store,2,8090,Skip court,0,77
6135,ring,0,16215,Call the taxi co.,100,49
6136,ring,3,13275,apoligize,54,49
6137,ring,5,28818,you r asking this question too many times or the survey is broken,8,49
6138,store,0,13704,close the shop and leave,49,49
6139,store,1,34869,call another worker to come in but still close up and leave,94,49
6140,store,2,13070,close up and leave,62,49
6141,store,3,17144,close up and leave,58,49
6142,store,4,4919,close up and leave,62,49
6143,store,5,3827,close up and leave,66,49
6144,class,0,14111,run home and get it,62,49
6145,class,1,10456,turn it in later,44,49
6146,class,2,6121,nothing,5,49
6147,class,3,15182,write something quickly,81,49
6148,class,4,6536,nothing,4,49
6149,class,5,16119,ask for an extension,70,49
6150,arizona,0,24117,I would not allow myself to be in this situation,100,49
6151,arizona,1,10254,go for help,94,49
6152,arizona,2,38282,c if anything in back that will make her arm slippery,65,49
6153,arizona,3,13914,go get help,100,49
6154,arizona,4,20663,call out to c if others r in area,90,49
6155,arizona,5,9368,nothing,8,49
6156,mother,0,19297,move in with him in his house,100,49
6157,mother,1,39115,see if his insurance will pay for a health worker,95,49
6158,mother,2,27694,ask siblings to take turns caring for him,100,49
6159,mother,3,24687,sell his house to pay for nursing home,82,49
6160,mother,4,19085,see if his insurance pays for nursing home,80,49
6161,bakery,0,25056,ask everyone to put in some cash,98,49
6162,bakery,1,31232,look at the security cameras to find out who messed up,100,49
6163,bakery,2,8041,quit,15,49
6164,bakery,3,10288,work the extra time,54,49
6165,bakery,4,7905,nothing,8,49
6166,bakery,5,9226,nothing,4,49
6167,gas,0,6856,decline,100,49
6168,gas,1,5577,say no,100,49
6169,gas,2,7600,not do it,100,49
6170,gas,3,12784,say no,100,49
6171,gas,4,6687,nothing,100,49
6172,gas,5,6999,no,100,49
6173,concert,0,23159,let him go home to get the ticket,100,49
6174,concert,1,2968,let him go home to get the ticket,100,49
6175,concert,2,2721,let him go home to get the ticket,100,49
6176,concert,3,2666,let him go home to get the ticket,100,49
6177,concert,4,3671,let him go home to get the ticket,100,49
6178,concert,5,3138,let him go home to get the ticket,100,49
6179,summer,0,30735,get security to announce for the owner to come,95,49
6180,summer,1,9469,call 911,89,49
6181,summer,2,36588,"tell some one else, maybe they will do something",83,49
6182,summer,3,7936,nothing,0,49
6183,summer,4,5968,nothing,0,49
6184,summer,5,6161,nothing,0,49
6185,medication,0,16452,ask thier familt for the money,100,49
6186,medication,2,20883,look for natural remedies,100,49
6187,mother,0,13524,GET A HOME HEALTH AIDE,87,88
6188,mother,1,8074,MOVE IN WITH FATHER,46,88
6189,mother,2,13643,ASK FOR ASSISTANCE FROM OTHER FAMILY,84,88
6190,mother,3,19966,ASK MY FATHER WHAT HE WOULD LIKE,84,88
6191,mother,4,4764,NUSING HOME,15,88
6192,mother,5,17636,FIND SOME ASSISTANCE FROM STATE,74,88
6193,store,0,6092,CALL MY BOSS,95,88
6194,store,1,3935,CALL THE COURTS,91,88
6195,store,2,14571,SEE IF THERE IS ANYBODY ELSE AVAILABLE TO COVER MY SHIFT,100,88
6196,store,3,4299,NOTHING,41,88
6197,store,4,12469,WORK THROUGH IT,65,88
6198,store,5,34471,ASK FOR A NEW DATE FOR THE COURT,87,88
6199,summer,0,5519,CALL THE POLICE,98,88
6200,summer,1,9097,GO ASK IN THE MALL,84,88
6201,summer,2,4890,BREAK THE WINDOW,67,88
6202,summer,3,13450,YELL,67,88
6203,summer,4,11891,TRY TO EASE THE DOG,36,88
6204,summer,5,24869,CALL MALL SECURITY,74,88
6205,gas,0,4799,JUST SAY NO,94,88
6206,gas,1,17822,A MEETING POINT,41,88
6207,gas,2,11931,MAKE UP AN EXUCSE NOT TO,73,88
6208,gas,3,18813,TELL HER ITS OUT OF HER WAY,83,88
6209,gas,4,15841,SUGGEST SHE GO INSIDE AND ASK SOMEBODY ELSE,61,88
6210,gas,5,14112,ASK HER IF SHE WOULD LIKE TO CALL SOMEBODY,64,88
6211,class,0,13665,CALL MY MOM SEE IF SHE COULD BRING IT TO ME,90,88
6212,class,1,5534,EXPLAIN TO THE TEACHER,68,88
6213,class,2,15744,GO BACK HOME AND BE LATE,63,88
6214,class,3,4579,TELL THE TRUTH,50,88
6215,class,4,13121,MAKE UP SOME KIND OF EXCUSE,32,88
6216,class,5,9177,DONT GO,12,88
6217,medication,0,46029,BORROW THE MONEY,82,88
6218,medication,1,12842,CALL THE DOCTOR SEE IF THERE IS SOMETHING COMPRABLE,96,88
6219,medication,2,16327,ASK THE PHARMACY IF THEY HAVE SOME KIND OF DISCOUNT,79,88
6220,medication,3,10774,CALL THE COMPANY SEE IF THERE ARE COUPONS,88,88
6221,medication,4,9298,ASK IF THERE IS A GENERIC ,95,88
6222,medication,5,12117,APPLY FOR CREDIT,36,88
6223,bakery,0,8391,PUT THE MONEY OUT OF YOUR POCKET,26,88
6224,bakery,1,11343,EXPLAIN TO THE MANAGER WHAT HAPPENED,82,88
6225,bakery,2,8210,LOOK AT THE CAMERAS,70,88
6226,bakery,3,5024,ASK OTHER ASSOCIATES,24,88
6227,bakery,4,7649,JUST WORK THE OVERTIME,61,88
6228,bakery,5,4034,NOTHING,45,88
6229,concert,0,5186,GIVE HIM MINE,31,88
6230,concert,1,7912,SAY HOW SORRY YOU ARE,38,88
6231,concert,2,8658,TAKE A CAB AND MAKE IT QUICKER,54,88
6232,concert,3,26190,SEE IF SOMEBODY COULD BRING IT TO HIM IN A QUICK AMOUNT OF TIME,54,88
6233,concert,4,18647,SEE IF THERE IS A RECEIPT OF SOME KIND THAT THE VENUE MIGHT HAVE AS PROOF OF HIS PURCHASE,41,88
6234,concert,5,7506,FEEL BAD,41,88
6235,ring,0,13930,WHSIPER SOMETHING TO HER,32,88
6236,ring,1,4471,BE HONEST,45,88
6237,ring,2,2922,PANIC,27,88
6238,ring,3,2460,CRY,22,88
6239,ring,4,2873,SHAKE,24,88
6240,ring,5,11659,CALL THE TAXI COMPANY,62,88
6241,arizona,0,8234,START TO WALK TO GET HELP,75,88
6242,arizona,1,14187,MOVE TO DIFFERENT AREA TO SEE IF YOU GET SERVICE,66,88
6243,arizona,2,7060,COMFORT MY FRIEND,58,88
6244,arizona,3,11368,SEE IF i CAN TEXT,65,88
6245,arizona,4,13617,SEE IF THERE IS ANYBODY ELSE AROUND THAT COULD HELP,63,88
6246,arizona,5,12769,KEEP A COOL HEAD,81,88
6247,bakery,0,7110,Put my own money in,85,112
6248,bakery,1,16081,Ask around to see if anyone found missing money,56,112
6249,bakery,2,13660,Call the boss to tell them,89,112
6250,bakery,3,5882,Recount the money,67,112
6251,bakery,4,15643,Start a collection for the missing money,57,112
6252,arizona,0,4953,Walk to find service,86,112
6253,arizona,1,7988,Find water for myself to energize myself,61,112
6254,arizona,2,12702,Yell loudly for help,82,112
6255,arizona,3,14813,Keep trying to free the arm,91,112
6256,arizona,4,43136,Try a new method,58,112
6257,arizona,5,5370,Start to panic,30,112
6258,ring,0,4172,Call the taxi company,86,112
6259,ring,1,3630,Tell the bride and groom,99,112
6260,ring,2,46123,Come up with a makeshift ring and box,37,112
6261,ring,3,7512,Ask if they can postpone the wedding briefly,45,112
6262,ring,4,12830,Put the blame on someone else,0,112
6263,ring,5,12108,Panic,30,112
6264,mother,0,8133,Suck it up and let him live with me,95,112
6265,mother,1,6039,Raise money via GoFundMe,83,112
6266,mother,2,26809,Look into government funding,67,112
6267,mother,3,27541,Try to get a bigger place to live,85,112
6268,mother,4,16701,Use the cheapest assisted living option,53,112
6269,mother,5,24189,Let a social service figure it out,38,112
6270,summer,0,2682,Break the window,77,112
6271,summer,1,3562,Call 911,93,112
6272,summer,2,5424,Try to locate the owner of the car,100,112
6273,summer,3,10238,Stay with the dog to monitor it for signs of further distress,100,112
6274,summer,4,16756,Make a social media post to put the owner on blast,33,112
6275,summer,5,13419,Leave a note behind,48,112
6276,store,0,3233,Lock the store up and go,40,112
6277,store,1,3556,Miss my appointment,47,112
6278,store,2,6509,Call other employees to take over,74,112
6279,store,3,6670,Call someone who knows the boss and can reach them in person,73,112
6280,store,4,6767,Leave the store unattended,1,112
6281,store,5,2880,Quit my job,2,112
6282,gas,0,6837,Take her further than I planned to go,97,112
6283,gas,1,9966,Take her at least closer to her destination,90,112
6284,gas,2,1288,Ignore her,10,112
6285,gas,3,3035,Say no to her request,8,112
6286,gas,4,2404,Call her a taxi,97,112
6287,gas,5,3615,Get an Uber for her,100,112
6288,medication,0,3662,Raise the money,93,112
6289,medication,1,4588,Borrow the money from someone,50,112
6290,medication,2,5886,Look into government assistance,63,112
6291,medication,3,7091,Ask about payment plans,53,112
6292,medication,4,9786,Locate the medicine on the dark web,26,112
6293,medication,5,15268,Ask the doctor to prescribe off-brand or something similar,59,112
6294,concert,0,3777,Go to the concert anyway,30,112
6295,concert,1,6354,Pitch in to help Ted buy a new ticket,96,112
6296,concert,2,2320,Buy Ted a new ticket,100,112
6297,concert,4,9873,Stand outside with Ted in solidarity,59,112
6298,concert,5,13193,Go to the ticket counter with Ted,87,112
6299,class,0,6004,Explain the situation to the teacher,93,112
6300,class,1,1990,Call my mom,87,112
6301,class,2,4391,Quickly try to do the homework,55,112
6302,class,3,14837,Make up a random excuse to buy time,39,112
6303,class,4,9441,Fake being sick to go home,13,112
6304,class,5,5919,Just turn nothing in,48,112
6305,bakery,0,57285,Take it out of my own pocket,30,89
6306,bakery,1,15205,work overtime,52,89
6307,bakery,2,34630,find out where the money is,87,89
6308,bakery,3,30393,i dont know,0,89
6309,bakery,4,15794,i dont know,0,89
6310,bakery,5,4330,i dont know,0,89
6311,medication,0,8609,work over time for the money,77,89
6312,medication,1,6236,get a second job,80,89
6313,medication,2,7862,use a credit card,77,89
6314,medication,3,5291,get a loan,74,89
6315,medication,4,14888,borrow the money from a family member,29,89
6316,medication,5,27350,sell/pawn something of worth,47,89
6317,mother,0,8667,move into his home with him,78,89
6318,mother,1,15452,get him a home care nurse,99,89
6319,mother,2,20990,have him go stay with one of my siblings,90,89
6320,mother,3,35631,dont know,0,89
6321,mother,4,3871,dont know,0,89
6322,mother,5,3736,dont know,0,89
6323,store,0,21997,i would call for another employee to come in,92,89
6324,store,1,10105,i would close the store and leave,66,89
6325,store,2,44331,see if i can reschedule appt,76,89
6326,store,3,4979,dont know,0,89
6327,store,4,3867,dont know,0,89
6328,store,5,3631,dont know,0,89
6329,arizona,0,20567,walk around until my phone gets a signal,63,89
6330,arizona,1,10865,go find help,84,89
6331,arizona,2,8300,dont know,0,89
6332,arizona,3,6658,dont know,0,89
6333,arizona,4,3774,dont know,0,89
6334,arizona,5,4132,dont know,0,89
6335,class,0,14137,call my mom to bring in my assignment,100,89
6336,class,1,22256,explain to teacher what happened and if i could bring it tomorrow,89,89
6337,class,2,39520,try to see if i can redo it quickly,51,89
6338,class,3,3868,dont know,0,89
6339,class,4,3701,dont know,0,89
6340,class,5,4020,dont know,0,89
6341,ring,0,12965,sneak away and call taxi service,48,89
6342,ring,1,39141,the wedding has already started..theres nothing i can do,0,89
6343,ring,2,4180,dont know,0,89
6344,ring,3,3892,dont know,0,89
6345,ring,4,3762,dont know,0,89
6346,ring,5,7079,dont know,0,89
6347,gas,0,10031,call her an Uber,96,89
6348,gas,1,45395,take her anyway,84,89
6349,gas,2,14090,dont know,0,89
6350,gas,3,6096,dont know,0,89
6351,gas,4,3032,dont know,0,89
6352,gas,5,3581,dont know,0,89
6353,concert,0,8901,buy another ticket,50,89
6354,concert,1,28336,call someone to bring ticket,83,89
6355,concert,2,16636,miss the concert,10,89
6356,concert,3,31742,dont know,0,89
6357,concert,4,3940,dont know,0,89
6358,concert,5,3460,dont know,0,89
6359,summer,0,13294,call the police,100,89
6360,summer,1,6188,look for owner,91,89
6361,summer,2,6378,break window,79,89
6362,summer,3,53174,dont know,0,89
6363,summer,4,3788,dont know,0,89
6364,summer,5,3498,dont know,0,89
6365,arizona,0,14554,Try to signal for help; leave friend to try to get help,91,31
6366,arizona,1,29503,Consider cutting the arm free,2,31
6367,arizona,2,7497,Yell for help,90,31
6368,arizona,3,10132,Try to go somewhere with more service,66,31
6369,arizona,4,6241,cry,0,31
6370,arizona,5,30822,Leave phone with friend while I try to find help,34,31
6371,bakery,0,3604,recount the money,100,31
6372,bakery,1,7709,call the owner/manager in charge,61,31
6373,bakery,2,6483,offer to work extra to cover for employees,57,31
6374,bakery,3,4259,lie about the amount in till,0,31
6375,bakery,4,9844,replace missing money with my own money,18,31
6376,bakery,5,4953,quit,0,31
6377,medication,0,8162,Sell things to raise money,76,31
6378,medication,1,14901,contact pharmacy/drugmaker to ask for discounts,50,31
6379,medication,2,15894,Try to steal the medication,0,31
6380,medication,3,21752,Try to find an alternate medication,43,31
6381,medication,4,9511,ask doctor if they have samples or coupons,78,31
6382,medication,5,4420,start a gofundme,99,31
6383,mother,0,6466,see about home health aids,91,31
6384,mother,1,55818,look into a different living situation ,74,31
6385,mother,2,10058,see if neighbors can help my dad,60,31
6386,mother,3,20284,look into lower cost nursing homes/assisted living,88,31
6387,mother,4,10033,contact state department of elder services for help,58,31
6388,mother,5,14896,ask siblings if dad can move in with them,54,31
6389,gas,0,4001,Take her,64,31
6390,gas,1,4180,give her money,36,31
6391,gas,2,8613,offer to take her as far as my house,72,31
6392,gas,3,2993,call an uber for her,59,31
6393,gas,4,4819,get her a bus ticket,8,31
6394,gas,5,1530,say no,2,31
6395,store,0,3795,just leave,28,31
6396,store,1,4763,close the store,36,31
6397,store,2,5136,miss court appointment,1,31
6398,store,3,14205,call a coworker to come cover for you,95,31
6399,store,4,12357,Call my court contact and explain situation,47,31
6400,store,5,39355,stay at the store,15,31
6401,class,0,20161,call mom and ask if she can bring it,62,31
6402,class,1,8480,talk to professor and offer to turn in later today or tomorrow,100,31
6403,class,2,2352,not go to class,14,31
6404,class,3,9893,take the zero on the final assignment,0,31
6405,class,4,6415,run home and go to class late,55,31
6406,class,5,16439,Hand in another assignment and then pretend it was an honest mistake,35,31
6407,concert,0,5809,See if he can buy one onsite,82,31
6408,concert,2,2676,try to sneak him in,15,31
6409,concert,3,10798,Talk to the box office and see if they have record of his purchase,63,31
6410,concert,4,46197,do something else - leave the concert,24,31
6411,concert,5,5169,buy friend a ticket,49,31
6412,summer,0,6119,Wait by car and see if owner comes,82,31
6413,summer,1,2524,break windows,32,31
6414,summer,2,3626,call animal control,97,31
6415,summer,3,3328,walk by and ignore,49,31
6416,summer,4,17403,leave a note with the time in case someone else walks by and the owner is still not there,37,31
6417,summer,5,10155,call police,28,31
6418,ring,0,5941,run out of ceremony,1,31
6419,ring,1,9392,whisper to officiant we need to take a break,91,31
6420,ring,2,77002,cry,11,31
6421,ring,3,12172,try to get a different ring from someone else in the party,78,31
6422,ring,4,11411,take a break and ask someone to call taxi company,77,31
6423,ring,5,4411,run away,1,31
6424,store,0,15063,Lock up the store and leave.,87,115
