,id,vignette_name,generation_number,generation_time,response,reflection_score
2633,29,Darya,5,20898,leave him outside and facetime the concert to him,54
2634,29,Eunice,0,32689,make a commotion to get the familys attention without actually saying anything,37
2635,29,Eunice,1,14826,go sit on the other familys blanket and try to make the teen uncomfortable,55
2636,29,Eunice,2,12240,post the whole thing on tiktok,21
2637,29,Eunice,3,16728,stand near the teen and record him,46
2638,29,Eunice,4,22530,call the teen over to her,72
2639,29,Eunice,5,8571,throw things at the teen,6
2640,29,Brad,0,16259,panic,0
2641,29,Brad,1,16676,make his friends compete for the remaining food,0
2642,29,Brad,2,10072,confess secrets,22
2643,29,Brad,3,11624,start a signal fire,71
2644,29,Brad,4,29386,give all the resources to his friends,53
2645,29,Brad,5,24882,keep a journal for rescuers to find,64
2646,86,Eunice,0,51564,make noise to get the familys attention,100
2647,86,Eunice,1,125408,ask someone close what you should do,60
2648,86,Eunice,2,34045,take the stuff out of the teens hands,57
2649,86,Eunice,3,11701,go home,100
2650,86,Eunice,4,27006,throw sand,18
2651,86,Eunice,5,14876,not sure,0
2652,86,Liz,0,72105,go find her friend,76
2653,86,Liz,1,8423,go back to work,55
2654,86,Liz,2,5582,not sure,0
2655,86,Liz,3,8012,i do not know ,0
2656,86,Liz,4,4778,not sure,0
2657,86,Liz,5,6511,not sure,0
2658,86,Brad,0,30259,run in place to stay warm,100
2659,86,Brad,1,22631,find others for help,82
2660,86,Brad,2,96071,not sure,0
2661,86,Brad,3,5488,not sure,0
2662,86,Brad,4,7178,not sure,0
2663,86,Brad,5,5589,not sure,0
2664,86,Brian,0,23925,not sure,0
2665,86,Brian,1,3435,quit,66
2666,86,Brian,2,9325,not sure,0
2667,86,Brian,3,5062,not sure,0
2668,86,Brian,4,5767,not sure,0
2669,86,Brian,5,4586,not sure,0
2670,86,Eamon,0,33935,flash lights ,88
2671,86,Eamon,1,54828,not sure,0
2672,86,Eamon,2,4110,not sure,0
2673,86,Eamon,3,6310,not sure,0
2674,86,Eamon,4,3839,not sure,0
2675,86,Eamon,5,4345,not sure,0
2676,86,Darya,0,48284,record the concert so my friend can still see it,58
2677,86,Darya,1,8571,not sure,0
2678,86,Darya,2,4825,not sure,0
2679,86,Darya,3,4199,not sure,0
2680,86,Darya,4,3865,not sure,0
2681,86,Darya,5,4199,not sure,0
2682,86,Heinz,0,14467,rob a bank,61
2683,86,Heinz,1,13765,rob a store,65
2684,86,Heinz,2,8146,beg on the streets,86
2685,86,Heinz,3,4270,not sure,0
2686,86,Heinz,4,4061,not sure,0
2687,86,Heinz,5,5036,not sure,0
2688,86,Mary,0,26183,lie to the teacher,59
2689,86,Mary,1,3910,not sure,0
2690,86,Mary,2,3957,not sure,0
2691,86,Mary,3,4728,not sure,0
2692,86,Mary,4,4831,not sure,0
2693,86,Mary,5,5118,not sure,0
2694,86,Josh,0,28254,not sure,0
2695,86,Josh,1,6588,not sure,0
2696,86,Josh,2,4921,not sure,0
2697,86,Josh,3,4945,not sure,0
2698,86,Josh,4,3815,not sure,0
2699,86,Josh,5,3664,not sure,0
2700,102,Darya,0,20237,steal a ticket from someone,0
2701,102,Darya,1,19328,go to dinner instead,89
2702,102,Darya,2,30448,go to the next concert,100
2703,102,Darya,3,4294,go to the movies,74
2704,102,Darya,4,6818,ask someone to give them a ticket,51
2705,102,Darya,5,8371,go shopping,67
2706,102,Brad,0,22404,turn around,38
2707,102,Brad,1,21610,dance,19
2708,102,Brad,2,10223,start yelling for help,87
2709,102,Brad,3,7950,make a boat and row away,65
2710,102,Brad,4,11903,use a compass to find his way,91
2711,102,Brad,5,11968,give up,7
2712,102,Eunice,0,12166,go swimming,54
2713,102,Eunice,1,4962,sunbathe,16
2714,102,Eunice,2,8595,tell someone else to call a cop,68
2715,102,Eunice,3,13762,go to the snackbar,22
2716,102,Eunice,4,14674,join the teen and go through the bag,0
2717,102,Eunice,5,4328,go surfing,47
2718,102,Mary,0,16692,steal someone elses homework,0
2719,102,Mary,1,8329,feign sickness,20
2720,102,Mary,2,4549,saw the dog ate it,18
2721,102,Mary,3,12661,turn in the homework tomorrow,96
2722,102,Mary,4,8199,do a different assignment for credit,56
2723,102,Mary,5,22341,tell someone else to do her homework for her,13
2724,102,Josh,0,11346,carjack someone ,0
2725,102,Josh,1,11554,call the police,56
2726,102,Josh,2,9183,postpone the trip,27
2727,102,Josh,3,4721,call the airport,57
2728,102,Josh,4,16190,cancel the trip,19
2729,102,Josh,5,3923,use an uber,100
2730,102,Brian,0,12182,rob a bank,0
2731,102,Brian,1,3876,rob a customer,0
2732,102,Brian,2,16739,pretend it didnt happen,10
2733,102,Brian,3,6493,blame someone else,8
2734,102,Brian,4,7026,have a friend rob the store,0
2735,102,Brian,5,10402,use counterfeit money,0
2736,102,Liz,0,11596,stand up her friend,10
2737,102,Liz,1,14212,ask someone to pay for her entry fee,10
2738,102,Liz,2,15929,make different plans,84
2739,102,Liz,3,11859,do nothing,27
2740,102,Liz,4,8066,pay for just one day,87
2741,102,Liz,5,5649,have lunch,62
2742,102,Heinz,0,10815,borrow from retirement,76
2743,102,Heinz,1,8621,seek a different treatment,58
2744,102,Heinz,2,3475,do nothing,5
2745,102,Heinz,3,10462,sell the house,53
2746,102,Heinz,4,5674,rob a bank,0
2747,102,Heinz,5,23055,go to a different hospital,57
2748,102,Eamon,0,17791,yell at the driver,41
2749,102,Eamon,1,9019,flash headlights at driver,69
2750,102,Eamon,2,7391,tell someone else to help,66
2751,102,Eamon,3,4380,run into the car,3
2752,102,Eamon,4,10853,turn around,96
2753,102,Eamon,5,13302,throw things at the car,13
2754,69,Brad,0,20204,scream,9
2755,69,Brad,1,7684,give up,0
2756,69,Brad,2,5023,commit suicide,0
2757,69,Brad,3,14458,search for other people,42
2758,69,Brad,4,7774,search for an exit,68
2759,69,Brad,5,15491,look for water,80
2760,69,Heinz,0,10093,take out credit card,76
2761,69,Heinz,1,6059,max out existing credit card,61
2762,69,Heinz,2,5989,rob a bank,14
2763,69,Heinz,3,6493,steal,17
2764,69,Heinz,4,6372,sell house,64
2765,69,Heinz,5,5994,sell property,78
2766,69,Liz,0,21694,go home,16
2767,69,Liz,1,16992,run home and get your own phone ,30
2768,69,Liz,2,18159,leave a note at door ,68
2769,69,Liz,3,5676,leave a note at front desk,70
2770,69,Liz,4,15074,tell person at front desk to tell friend you are there ,76
2771,69,Liz,5,4756,give up,10
2772,69,Brian,0,9745,cry,6
2773,69,Brian,1,4325,call his parents ,12
2774,69,Brian,2,4759,ask his wife for money ,60
2775,69,Brian,3,5157,search again ,64
2776,69,Brian,4,4007,recount the money ,71
2777,69,Brian,5,13941,tell his manager he will quit ,10
2778,69,Eamon,0,12382,call non emergency police,69
2779,69,Eamon,1,5637,keep driving and do nothing ,3
2780,69,Eamon,2,13477,follow driver,9
2781,69,Eamon,3,4891,try and block driver ,0
2782,69,Eamon,4,22858,turn around,73
2783,69,Eamon,5,6476,do nothing ,2
2784,69,Mary,0,12744,tell the teacher a lie,12
2785,69,Mary,1,4293,cry,9
2786,69,Mary,2,10310,talk to principal ,22
2787,69,Mary,3,6339,talk to guidance counselor ,19
2788,69,Mary,4,5206,see if sibling can get it ,77
2789,69,Mary,5,13194,take taxi to mom,26
2790,69,Josh,0,6777,cry,22
2791,69,Josh,1,4909,just wait ,10
2792,69,Josh,2,3125,do nothing ,7
2793,69,Josh,3,7844,call airline ,50
2794,69,Josh,4,4525,call travel agent ,64
2795,69,Josh,5,3841,call airport,16
2796,69,Darya,0,13329,nothing ,18
2797,69,Darya,1,10124,cry,13
2798,69,Darya,2,3025,stammer ,12
2799,69,Darya,3,4325,stomp feet,21
2800,69,Darya,4,10974,get really angry ,9
2801,69,Darya,5,10240,see if someone else can sneak him,79
2802,69,Eunice,0,9461,call non emergency police ,65
2803,69,Eunice,1,5891,talk to lifeguard ,70
2804,69,Eunice,2,13426,talk to others around ,70
2805,69,Eunice,3,13377,do nothing,18
2806,69,Eunice,4,5073,call a friend for help,15
2807,69,Eunice,5,6641,call family for help ,16
2808,35,Brian,0,70138,brian could recount the register to make sure that his initial count was correct ,100
2809,35,Brian,1,41935,brian could check to see if any customers wrote checks that day,100
2810,35,Brian,2,32110,brian could print out a log of purchases made that day to see if the numbers match,71
2811,35,Brian,3,40035,brian could check security camera footage to try and account for the missing money,86
2812,35,Brian,4,90560,brian could check other registers  safes to see if someone else put money back in the wrong location,41
2813,35,Brian,5,19345,brian could quit his job,0
2814,35,Eamon,0,53036,eamon could put hazard lights on as a courtesy to other drivers coming up on the scene,89
2815,35,Eamon,1,37757,eamon could call a friend to ask for suggestions,65
2816,35,Eamon,2,26117,eamon could block the road,0
2817,35,Eamon,3,25051,eamon could flash bright headlights at the driver,31
2818,35,Eamon,4,22468,eamon could follow the car and make sure that the driver arrives safely to their destination,51
2819,35,Eamon,5,30689,eamon could ride the cars bumper,0
2820,35,Brad,0,36910,brad could pool resources with his friends,100
2821,35,Brad,1,9568,brad could ration his food,100
2822,35,Brad,2,21652,brad and his friends could cuddlehuddle up for warmth,100
2823,35,Brad,3,18214,brad could search for higher ground to get a better view of the area,66
2824,35,Brad,4,25734,brad could check to see if anyone in the group has an emergency flare,100
2825,35,Brad,5,35296,brad could give up and do nothing,0
2826,35,Liz,0,51188,liz could suggest a new racquetball court upon her friends arrival,51
2827,35,Liz,1,17152,liz could argue with the person at the front desk,0
2828,35,Liz,2,12933,liz could check to see if the gym has a trial membership program,70
2829,35,Liz,3,52271,liz could request that employees let this one occasion slide,54
2830,35,Liz,4,35926,liz could threaten to leave a bad review for the gym,0
2831,35,Liz,5,82247,liz could check to see if the gym has a guest policy for active members such as her friend,100
2832,35,Darya,0,32547,tell him to wait in the parking lot,0
2833,35,Darya,1,24174,darya could explain the situation to venue staff,90
2834,35,Darya,2,40421,darya could check to see if there is an alternative way to retrieve proof of purchase of the ticket such as through an app or confirmation email,100
2835,35,Darya,3,16912,darya could check with guest services to see if they keep a list of ticket holders,100
2836,35,Darya,4,25390,darya could ask other concertgoers if they have a spare ticket,39
2837,35,Darya,5,96984,darya could steal a ticket from another patron,0
2838,35,Mary,0,40977,mary could doublecheck her backpack for the missing assignment,100
2839,35,Mary,1,28240,mary could send a text message to her mom,79
2840,35,Mary,2,42109,mary could check to make sure she didnt leave her assignment elsewhere locker desk previous classroom incorrect folderbinder,100
2841,35,Mary,3,12414,mary could cry,10
2842,35,Mary,4,13018,mary could ask a friend for advice,85
2843,35,Mary,5,19292,mary could ask for an extension on the assignment,95
2844,35,Eunice,0,57254,eunice could ask other beachgoers if they recognize the teen,65
2845,35,Eunice,1,12231,eunice could ask lifeguards to keep an eye on the situation,63
2846,35,Eunice,2,9068,eunice could leave the beach,32
2847,35,Eunice,3,34783,eunice could gossip to a friend and speculate about the situation,0
2848,35,Eunice,4,47207,eunice could carry on with her planned activities but look up every once in a while to see what the teen is doing,60
2849,35,Eunice,5,32549,eunice could forcibly take the items away from the teen,0
2850,35,Heinz,0,33031,heinz could acquire someone elses prescription,37
2851,35,Heinz,1,30629,heinz could see if there is a discount card for the pharmacy or for the specific medication,65
2852,35,Heinz,2,23863,heinz could post to a forum for patients with similar conditions,76
2853,35,Heinz,3,28992,heinz could see if there is a clinical trial running for that medication or a similar treatment,93
2854,35,Heinz,4,16900,heinz could steal money to pay for the medication,6
2855,35,Heinz,5,12606,heinz could ask a medical professional for recommendations,100
2856,35,Josh,0,24874,josh could take public transit to the airport,72
2857,35,Josh,1,24685,josh could arrange for an alternative flight time,100
2858,35,Josh,2,27944,josh could reschedule the trip,40
2859,35,Josh,3,47992,josh could try to fix his car,57
2860,35,Josh,4,13419,josh could check to see if there happens to be a flight delay,65
2861,35,Josh,5,16063,josh could plan an alternative trip to a different location,35
2862,67,Brian,0,31269,look through security camera footage,78
2863,67,Brian,1,33953,quit his job,3
2864,67,Brian,2,94436,ask customers for money,23
2865,67,Brian,3,9660,take money from tips,12
2866,67,Brian,4,36493,accuse a coworker of stealing,0
2867,67,Brian,5,13769,check receipts again,69
2868,67,Eamon,0,17148,flash headlights,65
2869,67,Eamon,1,14901,roll down window and try to get his attention,61
2870,67,Eamon,2,3965,brake check,33
2871,67,Eamon,3,17667,gently tap his car,8
2872,67,Eamon,4,11368,yell at the driver,57
2873,67,Eamon,5,17275,drive next to the car and get attention,58
2874,67,Eunice,0,20032,offer to help the teen,57
2875,67,Eunice,1,31015,offer teen some food,35
2876,67,Eunice,2,18374,talk to other bystanders,31
2877,67,Eunice,3,22674,take pictures of the teen,60
2878,67,Eunice,4,16616,invite the teen over to chat,32
2879,67,Eunice,5,10365,ask the teen about the family,55
2880,67,Josh,0,18861,get an uber,97
2881,67,Josh,1,7812,call the airline,55
2882,67,Josh,2,6804,reschedule his flight,88
2883,67,Josh,3,13688,email person in charge of safari,66
2884,67,Josh,4,180915,talk to someone else from the safari,22
2885,67,Josh,5,7782,do nothing,0
2886,67,Brad,0,35505,use their supplies to make insulation,32
2887,67,Brad,1,20919,explore to find a cave or shelter,72
2888,67,Brad,2,34055,dig a hole in the ground for them to stay in,60
2889,67,Brad,3,16900,use cellphone or whistle to call for help,57
2890,67,Brad,4,9014,forage for food,60
2891,67,Brad,5,11030,take a nap,28
2892,67,Darya,0,20485,check email for electronic ticket,60
2893,67,Darya,1,13095,talk to ticket office to see if they have records,60
2894,67,Darya,2,7891,get a ticket from a scalper,78
2895,67,Darya,3,26667,use cellphone and livestream concert for him,37
2896,67,Darya,4,9685,use cellphone to record videos for him to watch later,63
2897,67,Darya,5,12556,call someone to bring the ticket to them,91
2898,67,Liz,0,27594,ask another member if they have a guest pass,50
2899,67,Liz,1,13180,ask another member to find her friend,56
2900,67,Liz,2,9083,ask the front desk if they could page her friend,73
2901,67,Liz,3,11649,ask front desk if she could look for her friend,67
2902,67,Liz,4,19220,go back to work to get her phone,54
2903,67,Liz,5,9550,leave a note for friend at front desk,69
2904,67,Heinz,0,9690,rob a bank,0
2905,67,Heinz,1,6622,play the lottery,47
2906,67,Heinz,2,11598,go to a local church,55
2907,67,Heinz,3,16014,research for alternative medications,60
2908,67,Heinz,4,6734,look for generic version of medication,61
2909,67,Heinz,5,16592,buy the medication from another country where it might be cheaper,58
2910,67,Mary,0,10755,ask for an extension,56
2911,67,Mary,1,8574,do extra credit,59
2912,67,Mary,2,9179,blame mom,34
2913,67,Mary,3,11538,make some other excuse,41
2914,67,Mary,4,19656,ask mom for note to give to teacher,70
2915,67,Mary,5,22982,feign ignorance,8
2916,5,Josh,0,32709,hire a taskrabbit,21
2917,5,Josh,1,31472,walk home and reconsider his love of hunting animals,100
2918,5,Josh,2,29704,try to fix his car himself,64
2919,5,Josh,3,13274,call uber,68
2920,5,Josh,4,3592,call lyft,77
2921,5,Josh,5,24730,walk off the highway and then rent a scooter ,22
2922,5,Brian,0,27588,stage a robbery,98
2923,5,Brian,1,13226,accuse his employees of stealing,62
2924,5,Brian,2,9702,claim alien abduction,95
2925,5,Brian,3,13594,fake amnesia,70
2926,5,Brian,4,19960,claim that he was in a fugue state and go wandering off until hes found by police,100
2927,5,Brian,5,20712,go rob a bank for the missing funds,23
2928,5,Eamon,0,17964,go take an alternative route so its not his problem anymore,27
2929,5,Eamon,1,6371,flash his bright lights at the driver,32
2930,5,Eamon,2,16612,call highway patrol,100
2931,5,Eamon,3,31333,engage in a high speed chase to wake the driver up,32
2932,5,Eamon,4,29517,pull next to the driver and point finger guns at him,74
2933,5,Eamon,5,36249,hit the driver from behind driving him off the road,22
2934,5,Darya,0,12562,pull over the car and order him to get out,90
2935,5,Darya,1,45474,drive to the concert and order an uber for him to go back home,94
2936,5,Darya,2,24885,drop him off at a destination on the way and then pick him up when the concert is over,64
2937,5,Darya,3,33429,press the eject button for the passenger seat and hes flung out of the car,100
2938,5,Darya,4,32307,drive to the concert and make him wait at the entrance until its over,99
2939,5,Darya,5,43483,go to the concert and let him have the car and then pick her up when its over,57
2940,5,Heinz,0,8507,rob a bank,17
2941,5,Heinz,1,14396,hold a bake sale,79
2942,5,Heinz,2,5552,plead on national television,57
2943,5,Heinz,3,56989,go walking naked around town and then when hes arrested he will reveal why he did that and he will get donations,62
2944,5,Heinz,4,24822,hold hostages a la dog day afternoon,25
2945,5,Heinz,5,36026,euthanize his wife,97
2946,5,Mary,0,13204,fake a kidnapping,9
2947,5,Mary,1,34312,let everyone turn in the assignment and then she sneaks into the class afterward and steals everyones work,38
2948,5,Mary,2,13915,go to the nurses office,96
2949,5,Mary,3,55273,pay another kid in the class to give them their homework,28
2950,5,Mary,4,6623,steal someone elses homework,16
2951,5,Mary,5,3140,pull the fire alarm,100
2952,5,Eunice,0,6568,yell shark,67
2953,5,Eunice,1,9056,throw sand at the teenager,27
2954,5,Eunice,2,4364,flash her tits at the teenager,29
2955,5,Eunice,3,13467,move to another spot on the beach,99
2956,5,Eunice,4,25911,talk to the lifeguard,68
2957,5,Eunice,5,18754,go to the beefiest looking man on the beach and have him confront the teenager calling him a pipsqueak,79
2958,5,Liz,0,32446,bribe the front desk,27
2959,5,Liz,1,14704,pull the fire alarm so she can talk to her friend when everyone is gathered outside,84
2960,5,Liz,2,28643,ask to use the restroom and then with a lighter hold it under the sprinkler head so that everyone has to go outside,19
2961,5,Liz,3,14552,pretend to have a seizure at the front desk,1
2962,5,Liz,4,24162,threaten the front desk with her racquetball racket,55
2963,5,Liz,5,28268,pay for a day pass,100
2964,5,Brad,0,21968,start drinking his own urine,9
2965,5,Brad,1,45146,follow a stream that will lead to a larger body of water,71
2966,5,Brad,2,1237,pray,0
2967,5,Brad,3,30577,climb a tree for a vantage point to see,28
2968,5,Brad,4,23772,apologize to his friends and then allow them to eat him,17
2969,5,Brad,5,86317,make them stay put and he will hike out by himself for help,41
2970,51,Eunice,0,87893,watch closely,100
2971,51,Eunice,1,12621,talk to the teen,100
2972,51,Eunice,2,162477,go talk to the family,100
2973,51,Eunice,3,24609,ignore the situation,46
2974,51,Eunice,4,12852,yell atconfront the teen,57
2975,51,Eunice,5,18184,call 911,15
2976,51,Liz,0,44367,waif for her friend,100
2977,51,Liz,1,109111,renew her membership,97
2978,51,Liz,2,8061,leave the gym,53
2979,51,Liz,3,293487,sneak into the gym,28
2980,51,Liz,4,13317,use the front desks phone,63
2981,51,Liz,5,8231,sneak into the gym,42
2982,51,Darya,0,12508,help him sneak in,25
2983,51,Darya,1,7349,try to buy another ticket,68
2984,51,Darya,2,5643,give him her ticker,30
2985,51,Darya,3,12360,go home an find tickets,67
2986,51,Darya,4,4970,skip the concert,22
2987,51,Darya,5,4212,go without him,41
2988,51,Mary,0,20599,tell the teacher the truth,100
2989,51,Mary,1,4355,call her mom,100
2990,51,Mary,2,15143,redo  assignment before class,45
2991,51,Mary,3,12146,copy someone elses homework,14
2992,51,Mary,4,9913,turn nothing indo nothing,0
2993,51,Mary,5,9094,skip class,0
2994,51,Eamon,0,34441,call 911,100
2995,51,Eamon,1,7061,pull over,34
2996,51,Eamon,2,3526,pass the car,75
2997,51,Eamon,3,5151,take a detour,43
2998,51,Eamon,4,6670,honk at the driver,75
2999,51,Eamon,5,6599,slow downavoid driver,67
3000,51,Brad,0,12146,start a fire,98
3001,51,Brad,1,4738,call for help,100
3002,51,Brad,2,8333,keep hiking,74
3003,51,Brad,3,6679,stay put,40
3004,51,Brad,4,10741,kill eat his friends,0
3005,51,Brad,5,7429,search hunt for food,77
3006,51,Brian,0,24612,put this own money in,12
3007,51,Brian,1,3641,tell the truth,100
3008,51,Brian,2,1765,lie,32
3009,51,Brian,3,6315,ask his coworkers,80
3010,51,Brian,4,4353,pool money,80
3011,51,Brian,5,4632,ignore it,27
3012,51,Josh,0,10048,call a taxi,100
3013,51,Josh,1,6715,call a tow truck,74
3014,51,Josh,2,4817,hitchike,13
3015,51,Josh,3,4239,call family,100
3016,51,Josh,4,4489,cancel trip,18
3017,51,Josh,5,3782,walk,75
3018,51,Heinz,0,10927,ask friends,58
3019,51,Heinz,1,4389,fundraise,75
3020,51,Heinz,2,6457,seek gov help,100
3021,51,Heinz,3,5111,take a loan,36
3022,51,Heinz,4,6478,do not get treatment,0
3023,51,Heinz,5,3584,get another job,64
3024,98,Eunice,0,40589,ask them if they have been there before,84
3025,98,Eunice,1,8836,tell someoneelse,54
3026,98,Eunice,2,8853,cry,21
3027,98,Eunice,3,3494,stomp,23
3028,98,Eunice,4,7301,go to sleep,32
3029,98,Eunice,5,7469,run away,16
3030,98,Brian,0,19374,worry,30
3031,98,Brian,1,4221,feel guilty,55
3032,98,Brian,2,6421,ask a family member,73
3033,98,Brian,3,12605,tell his coworkers,28
3034,98,Brian,4,5749,quit the job,10
3035,98,Brian,5,4613,stay away,24
3036,98,Liz,0,17574,ask someone to take her in,75
3037,98,Liz,1,12533,pay a day fee,96
3038,98,Liz,2,8453,negotiate with the front desk,34
3039,98,Liz,3,5293,have her boss call,31
3040,98,Liz,4,5365,have her mom call,30
3041,98,Liz,5,6358,have her friend come to the front,26
3042,98,Eamon,0,14302,write down license number,57
3043,98,Eamon,1,6246,call a friend,39
3044,98,Eamon,2,11005,ignore the situation,26
3045,98,Eamon,3,9630,have somone follow you,47
3046,98,Eamon,4,3549,have police come,58
3047,98,Eamon,5,4558,have ambulance,33
3048,98,Josh,0,245085,have uber,54
3049,98,Josh,1,6357,contact work,36
3050,98,Josh,2,3085,go to store,39
3051,98,Josh,3,4893,stop in tracks,36
3052,98,Josh,4,2662,not respond,34
3053,98,Josh,5,3998,miss the area,23
3054,98,Mary,0,134022,redo everyones assignment,25
3055,98,Mary,1,6981,tell someone to do it,35
3056,98,Mary,2,4037,help someone do it,25
3057,98,Mary,3,4638,have someone help her,74
3058,98,Mary,4,5061,have her mom help,68
3059,98,Mary,5,3926,go cry,8
3060,98,Heinz,0,8014,ask stangers,26
3061,98,Heinz,1,5877,have a rainy day fund,65
3062,98,Heinz,2,2045,savings,58
3063,98,Heinz,3,5813,sell car,57
3064,98,Heinz,4,3653,sell stock,19
3065,98,Heinz,5,3541,sell house,16
3066,98,Brad,0,7910,build shelter,56
3067,98,Brad,1,1661,find food,56
3068,98,Brad,2,5853,keep walking,36
3069,98,Brad,3,3989,keep searching,35
3070,98,Brad,4,3765,find river,64
3071,98,Brad,5,8109,find road,59
3072,98,Darya,0,10822,have friend bring it,65
3073,98,Darya,1,3989,have mom to bring it,58
3074,98,Darya,2,2526,take uer home,40
3075,98,Darya,3,14701,jump the fence man,18
3076,98,Darya,4,10845,but someone else ticket,24
3077,98,Darya,5,3037,have police,17
3078,38,Eunice,0,29297,take a photo of the teen and watch where they go,80
3079,38,Eunice,1,14439,watch where the teen goes,100
3080,38,Eunice,2,44889,accidentally shake her blanket sand on the families towel ,50
3081,38,Eunice,3,34340,start talking to the teen  your family looks like so much fun,98
3082,38,Eunice,4,48550,walk up to the teen hey do i know you i feel like ive seen you somewhere,63
3083,38,Eunice,5,60065,ask the teen if heshe knows a good song for,47
3084,38,Eamon,0,40617,keep driving behind them,56
3085,38,Eamon,1,15646,wave dramatically out the window,53
3086,38,Eamon,2,28214,pass the car while honking at them,91
3087,38,Eamon,3,53247,slow down and get a photo of car,61
3088,38,Eamon,4,44265,do nothing,25
3089,38,Eamon,5,35550,wave his arm out the window,43
3090,38,Liz,0,20939,go back and get her phone,78
3091,38,Liz,1,43592,ask to use the computer there to sign in and pay,100
3092,38,Liz,2,41823,get a note lettering her in and that shed pay next time,38
3093,38,Liz,3,44412,go back to her office and text her friend what happened,45
3094,38,Liz,4,41718,ask her friend to pay for her and send friend a venmo ,73
3095,38,Liz,5,60145,use gym office computer to renew membership,100
3096,38,Josh,0,53444,go to airport and deal,25
3097,38,Josh,1,21760,call airlines about next flight,66
3098,38,Josh,2,44716,call roadside assistance and a friend to stay with car get taxi,75
3099,38,Josh,3,94717,call police and ask for help,30
3100,38,Josh,4,31290,call dealership for help,36
3101,38,Josh,5,106051,take deep breaths change flight call roadside assistance,100
3102,38,Mary,0,24172,quickly redo assignment if she can,64
3103,38,Mary,1,19740,ask her mom to deliver it,45
3104,38,Mary,2,21036,go back home and get assignment,72
3105,38,Mary,3,24448,go to class and hand in assignment late,85
3106,38,Mary,4,50449,tell teacher what she did how she answered assignment and that shell get the written in later,99
3107,38,Mary,5,72479,cry,50
3108,38,Brad,0,20917,brainstorm solutions,67
3109,38,Brad,1,38220,pull out his phone and use compass,84
3110,38,Brad,2,33860,retrace steps if hes been leaving cues along the path,50
3111,38,Brad,3,16929,head up,45
3112,38,Brad,4,15010,head down,35
3113,38,Brad,5,20068,panic,7
3114,38,Brian,0,24469,review the days tallies,75
3115,38,Brian,1,12985,look for wrong decimal points,82
3116,38,Brian,2,19750,ask someone else to review the numbers,90
3117,38,Brian,3,62362,look for who received and didnt pay,93
3118,38,Brian,4,23875,ask other managers if this happens to them,59
3119,38,Brian,5,35498,close shop and resolve tomorrow,65
3120,38,Heinz,0,16400,ask about installment payments,81
3121,38,Heinz,1,15967,get another treatment,50
3122,38,Heinz,2,12035,call insurance company,50
3123,38,Heinz,3,34254,call treatment provider and see about cost reductions,91
3124,38,Heinz,4,21605,use credit card for downpayment,49
3125,38,Heinz,5,34675,call a newspaper and have a public interest story written,54
3126,38,Darya,0,19383,pull up email verification of ticket purchase,83
3127,38,Darya,1,23405,go to ticket place and verify ticket purchase,100
3128,38,Darya,2,35192,let ted drive home to get ticket while she goes to concert,58
3129,38,Darya,3,46512,have ted pull up his bank account or credit card statement to show verification of ticket purchase,100
3130,38,Darya,4,13632,stay outside concert area and listen in,58
3131,38,Darya,5,62540,help him buy another ticket,50
3132,33,Eunice,0,20534,talk to the teen,100
3133,33,Eunice,1,96290,go talk to the family,61
3134,33,Eunice,2,17076,confront the teen,55
3135,33,Eunice,3,12932,watch closely,100
3136,33,Eunice,4,20876,ignore the situation,33
3137,33,Eunice,5,8308,call 911,30
3138,33,Darya,0,14179,go without him,56
3139,33,Darya,1,21099,go home to find ticket,54
3140,33,Darya,2,14100,try to buy another ticket,81
3141,33,Darya,3,14925,skip the concert,50
3142,33,Darya,4,23228,give him her ticket,35
3143,33,Darya,5,10875,help him sneak in,0
3144,33,Mary,0,18795,tell the teacher the truth,100
3145,33,Mary,1,8892,call her mom,100
3146,33,Mary,2,25780,redo assignment before class,100
3147,33,Mary,3,8980,skip class,37
3148,33,Mary,4,14428,turn nothing in,51
3149,33,Mary,5,26772,copy someone elses homework,0
3150,33,Eamon,0,12045,call 911,100
3151,33,Eamon,1,17475,slow down,100
3152,33,Eamon,2,8533,pull over,100
3153,33,Eamon,3,11531,honk at the driver,60
3154,33,Eamon,4,8787,pass the car,39
3155,33,Eamon,5,10596,take a detour,62
3156,33,Brian,0,31780,ask his coworkers about missing money,100
3157,33,Brian,1,15523,tell his manager the truth,100
3158,33,Brian,2,11324,put his own money in,34
3159,33,Brian,3,12100,lie about missing money,0
3160,33,Brian,4,9684,pool money with coworkers,36
3161,33,Brian,5,14084,ignore the missing money,0
3162,33,Liz,0,13124,renew her membership,100
3163,33,Liz,1,9316,use the front desks phone,100
3164,33,Liz,2,9684,borrow someone elses phone,100
3165,33,Liz,3,9500,leave the gym,61
3166,33,Liz,4,7812,wait for her friend,100
3167,33,Liz,5,8724,sneak in to the gym,0
3168,33,Heinz,0,11045,ask familyfriends for money,100
3169,33,Heinz,1,9068,fundraise money,100
3170,33,Heinz,2,11483,seek government or charity assistance,100
3171,33,Heinz,3,9291,take out a loan,100
3172,33,Heinz,4,10093,get another job,100
3173,33,Heinz,5,10643,do not get treatment,0
3174,33,Josh,0,11507,call a tow truck or roadside assistance service eg aaa,100
3175,33,Josh,1,11100,call familyfriends for help,100
3176,33,Josh,2,9340,misscancel the trip,100
3177,33,Josh,3,9804,walkrun to the airport,45
3178,33,Josh,4,11164,hitchhike a ride,44
